JobNum,LotNum,DrawNum,PartDescription,TranQty,QtyCompleted,PhaseID,OrigProdQty,AQLAmount,AQLforTranQty
003694-1-2,NV14724,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,51.0,550.0,Load Ring,500.0,29.0,2.689091
003694-12-1,NV14413,1906675,RELINE CERVICAL CLIP RING FORMED,31.0,1089.0,Clip/Split Ring,1000.0,34.0,0.96786
003694-12-1,NV14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,31.0,608.0,Load Ring,550.0,34.0,1.733553
003694-12-1,NV15671,1906XXX,4.5 x 30mm Reline Cervical Polyaxial Screw Shank - Cervical,31.0,31.0,Shank,28.0,13.0,13.0
003694-12-1,nv15734,1906671,Reline Cervical MA Screw Tulip,31.0,230.0,Tulip,100.0,13.0,1.752174
003694-1-3,nv14538,1906675,RELINE CERVICAL CLIP RING FORMED,223.0,1181.0,Clip/Split Ring,1000.0,34.0,6.419983
003694-1-3,nv14960,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,216.0,810.0,Load Ring,550.0,34.0,9.066667
003694-1-3,nv15682,1906671,Reline Cervical MA Screw Tulip,216.0,550.0,Tulip,500.0,29.0,11.389091
003694-1-3,nv15687,1906XXX,3.5 x 14mm Reline Cervical Polyaxial Screw Shank,223.0,223.0,Shank,250.0,20.0,20.0
003694-13-1,NV14413,1906675,RELINE CERVICAL CLIP RING FORMED,190.0,1089.0,Clip/Split Ring,1000.0,34.0,5.932048
003694-13-1,NV14960,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,190.0,810.0,Load Ring,550.0,34.0,7.975309
003694-13-1,NV15675,1906XXX,3.5 x 12mm Reline Cervical Polyaxial Screw Shank,190.0,235.0,Shank,230.0,20.0,16.170213
003694-13-1,nv15683,1906671,Reline Cervical MA Screw Tulip,190.0,625.0,Tulip,387.0,29.0,8.816
003694-14-1,NV14413,1906675,RELINE CERVICAL CLIP RING FORMED,27.0,1089.0,Clip/Split Ring,1000.0,34.0,0.842975
003694-14-1,NV14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,27.0,608.0,Load Ring,550.0,34.0,1.509868
003694-14-1,NV15677,1906XXX,5.5 X 35mm Reline Cervical Polyaxial Screw Shank,27.0,27.0,Shank,30.0,13.0,13.0
003694-14-1,nv15734,1906671,Reline Cervical MA Screw Tulip,27.0,230.0,Tulip,100.0,13.0,1.526087
003694-15-1,nv14538,1906675,RELINE CERVICAL CLIP RING FORMED,45.0,1181.0,Clip/Split Ring,1000.0,34.0,1.295512
003694-15-1,nv15664,1906680,RELINE CERVICAL FA SCREW LOAD RING,45.0,1115.0,Load Ring,1000.0,34.0,1.372197
003694-15-1,nv15675,1906XXX,3.5 x 12mm Reline Cervical Polyaxial Screw Shank,45.0,235.0,Shank,230.0,20.0,3.829787
003694-15-1,nv15684,1906681,Reline Cervical FA Tulip,45.0,275.0,Tulip,0.0,0.0,0.0
003694-16-1,NV14413,1906675,RELINE CERVICAL CLIP RING FORMED,42.0,1089.0,Clip/Split Ring,1000.0,34.0,1.311295
003694-16-1,NV14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,42.0,608.0,Load Ring,550.0,34.0,2.348684
003694-16-1,NV15674,1906XXX,3.5 x 10mm Reline Cervical Polyaxial Screw Shank,42.0,42.0,Shank,38.0,13.0,13.0
003694-16-1,nv15683,1906671,Reline Cervical MA Screw Tulip,42.0,625.0,Tulip,387.0,29.0,1.9488
003694-17-1,NV14413,1906675,RELINE CERVICAL CLIP RING FORMED,23.0,1089.0,Clip/Split Ring,1000.0,34.0,0.71809
003694-17-1,NV14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,23.0,608.0,Load Ring,550.0,34.0,1.286184
003694-17-1,nv15681,1906XXX,6.5 X 35mm Reline Cervical Polyaxial Screw Shank,26.0,26.0,Shank,25.0,13.0,13.0
003694-17-1,nv15734,1906671,Reline Cervical MA Screw Tulip,23.0,230.0,Tulip,100.0,13.0,1.3
003694-18-1,nv14538,1906675,RELINE CERVICAL CLIP RING FORMED,27.0,1181.0,Clip/Split Ring,1000.0,34.0,0.777307
003694-18-1,nv15664,1906680,RELINE CERVICAL FA SCREW LOAD RING,27.0,1115.0,Load Ring,1000.0,34.0,0.823318
003694-18-1,nv15669,1906XXX,3.5 x 16mm Reline Cervical Polyaxial Screw Shank,27.0,124.0,Shank,90.0,13.0,2.830645
003694-18-1,nv15684,1906681,Reline Cervical FA Tulip,27.0,275.0,Tulip,0.0,0.0,0.0
003694-19-1,nv13972,1958100,3.5 x 12mm Reline Cervical Polyaxial Screw Shank,113.0,265.0,Shank,250.0,20.0,8.528302
003694-19-1,nv14042,1959003,Posterior Cervical Stabilization Load Ring,110.0,925.0,Load Ring,500.0,29.0,3.448649
003694-19-1,nv14127,1959001,Posterior Cervical Stabilization FA Tulip,110.0,1103.0,Tulip,1000.0,34.0,3.390752
003694-19-1,nv15269,1958002,Reline Cervical Clip Ring Formed,110.0,1102.0,Clip/Split Ring,1000.0,34.0,3.393829
003694-20-2,NV14538,1906675,RELINE CERVICAL CLIP RING FORMED,70.0,1181.0,Clip/Split Ring,1000.0,34.0,2.015241
003694-20-2,NV14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,70.0,608.0,Load Ring,550.0,34.0,3.914474
003694-20-2,NV15668,1906XXX,3.5 x 14mm Reline Cervical Polyaxial Screw Shank,70.0,214.0,Shank,219.0,20.0,6.542056
003694-20-2,nv15682,1906671,Reline Cervical MA Screw Tulip,70.0,550.0,Tulip,500.0,29.0,3.690909
003694-2-1,NV14538,1906675,RELINE CERVICAL CLIP RING FORMED,97.0,1181.0,Clip/Split Ring,1000.0,34.0,2.792549
003694-2-1,NV14724,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,97.0,550.0,Load Ring,500.0,29.0,5.114545
003694-2-1,NV14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,97.0,608.0,Load Ring,550.0,34.0,5.424342
003694-2-1,NV15669,1906XXX,3.5 x 16mm Reline Cervical Polyaxial Screw Shank,97.0,124.0,Shank,90.0,13.0,10.169355
003694-2-1,nv15682,1906671,Reline Cervical MA Screw Tulip,97.0,550.0,Tulip,500.0,29.0,5.114545
003694-3-1,nv14413,1906675,RELINE CERVICAL CLIP RING FORMED,28.0,1089.0,Clip/Split Ring,1000.0,34.0,0.874197
003694-3-1,nv14945,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,28.0,1099.0,Load Ring,1000.0,34.0,0.866242
003694-3-1,nv15682,1906671,Reline Cervical MA Screw Tulip,28.0,550.0,Tulip,500.0,29.0,1.476364
003694-3-1,nv15764,1906XXX,5.0 x 28mm Reline Cervical Polyaxial Screw Shank,28.0,28.0,Shank,25.0,13.0,13.0
003694-4-1,NV14538,1906675,RELINE CERVICAL CLIP RING FORMED,50.0,1181.0,Clip/Split Ring,1000.0,34.0,1.439458
003694-4-1,NV14724,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,58.0,550.0,Load Ring,500.0,29.0,3.058182
003694-4-1,NV14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,50.0,608.0,Load Ring,550.0,34.0,2.796053
003694-4-1,NV15670,1906XXX,4.0 x 14mm Reline Cervical Polyaxial Screw Shank,50.0,50.0,Shank,45.0,13.0,13.0
003694-4-1,nv15682,1906671,Reline Cervical MA Screw Tulip,50.0,550.0,Tulip,500.0,29.0,2.636364
003694-5-1,NV14538,1906675,RELINE CERVICAL CLIP RING FORMED,91.0,1181.0,Clip/Split Ring,1000.0,34.0,2.619814
003694-5-1,NV15664,1906680,RELINE CERVICAL FA SCREW LOAD RING,91.0,1115.0,Load Ring,1000.0,34.0,2.774888
003694-5-1,NV15667,1906XXX,3.5 x 14mm Reline Cervical Polyaxial Screw Shank,91.0,275.0,Shank,250.0,20.0,6.618182
003694-5-1,nv15684,1906681,Reline Cervical FA Tulip,91.0,275.0,Tulip,0.0,0.0,0.0
003694-6-1,NV14538,1906675,RELINE CERVICAL CLIP RING FORMED,39.0,1181.0,Clip/Split Ring,1000.0,34.0,1.122777
003694-6-1,NV14654,1906671,Reline Cervical MA Screw Tulip,39.0,566.0,Tulip,500.0,29.0,1.998233
003694-6-1,NV14724,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,39.0,550.0,Load Ring,500.0,29.0,2.056364
003694-6-1,NV15678,1906XXX,5.5 X 40mm Reline Cervical Polyaxial Screw Shank,39.0,39.0,Shank,35.0,13.0,13.0
003694-7-1,NV12354,1959003,Posterior Cervical Stabilization Load Ring,26.0,558.0,Load Ring,500.0,29.0,1.351254
003694-7-1,NV13988,1958100,4.0 x 22mm Reline Cervical Polyaxial Screw Shank,26.0,104.0,Shank,100.0,13.0,3.25
003694-7-1,NV14209,1959001,Posterior Cervical Stabilization FA Tulip,26.0,55.0,Tulip,500.0,29.0,13.709091
003694-7-1,NV15269,1958002,Reline Cervical Clip Ring Formed,26.0,1102.0,Clip/Split Ring,1000.0,34.0,0.802178
003694-8-1,NV14269,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,27.0,1098.0,Load Ring,1000.0,34.0,0.836066
003694-8-1,Nv14538,1906675,RELINE CERVICAL CLIP RING FORMED,27.0,1181.0,Clip/Split Ring,1000.0,34.0,0.777307
003694-8-1,nv14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,27.0,608.0,Load Ring,550.0,34.0,1.509868
003694-8-1,NV15680,1906XXX,6.5 X 26mm Reline Cervical Polyaxial Screw Shank,28.0,28.0,Shank,25.0,13.0,13.0
003694-8-1,nv15682,1906671,Reline Cervical MA Screw Tulip,27.0,550.0,Tulip,500.0,29.0,1.423636
003694-9-1,NV14413,1906675,RELINE CERVICAL CLIP RING FORMED,149.0,1089.0,Clip/Split Ring,1000.0,34.0,4.651974
003694-9-1,NV14724,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,155.0,550.0,Load Ring,500.0,29.0,8.172727
003694-9-1,NV14959,1906670,RELINE CERVICAL POLYAXIAL SCREW LOAD RING,149.0,608.0,Load Ring,550.0,34.0,8.332237
003694-9-1,NV15673,1906XXX,5.5 x 30mm Reline Cervical Shank,149.0,149.0,Shank,135.0,13.0,13.0
003694-9-1,nv15734,1906671,Reline Cervical MA Screw Tulip,149.0,230.0,Tulip,100.0,13.0,8.421739
